instance_type,region,os,tenancy,pre_install,on_demand_hourly,reserved_one_all_yearly,reserved_one_partial_yearly,reserved_one_partial_hourly,reserved_one_no_hourly
m2.2xlarge,eu-west-1,Linux,Shared,NA,0.55,1975.0,947.0,0.122,0.268
i2.8xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,21.612,153911.0,77322.0,8.827,18.364
m4.large,eu-west-1,Windows,Shared,SQL Web,0.252,1562.0,797.0,0.091,0.213
m4.2xlarge,us-east-1,Windows,Dedicated,SQL Std,2.553,15517.0,7917.0,0.904,2.115
r4.16xlarge,sa-east-1,Linux,Dedicated,NA,8.96,46152.0,23547.0,2.688,5.6448
m4.16xlarge,us-west-2,Windows,Shared,SQL Web,7.331,40489.0,20659.0,2.358,5.518
i3.large,ap-northeast-2,Windows,Dedicated,NA,0.293,1929.0,976.0,0.111,0.228
c4.8xlarge,ap-south-1,Windows,Dedicated,SQL Std,10.223,82432.0,41338.0,4.719,9.678
m1.large,eu-west-1,Windows,Shared,NA,0.299,1943.0,660.0,0.151,0.265
m2.4xlarge,sa-east-1,Windows,Dedicated,SQL Web,2.652,16011.0,6885.0,1.079,2.182
r4.16xlarge,eu-central-1,SUSE,Shared,NA,5.2216,26671.0,13636.0,1.549,3.2586
i2.8xlarge,ap-northeast-2,Windows,Shared,NA,9.476,49463.0,25105.0,2.866,6.456
m4.2xlarge,sa-east-1,RHEL,Dedicated,NA,0.8296,4387.0,1657.0,0.3192,0.5273
m2.xlarge,us-east-1,SUSE,Shared,NA,0.345,1082.0,649.0,0.052,0.147
r3.8xlarge,ap-northeast-2,SUSE,Dedicated,NA,3.292,18129.0,9278.0,1.052,2.464
c4.xlarge,ap-northeast-1,Windows,Shared,SQL Std,1.563,9722.0,4961.0,0.566,1.326
m4.10xlarge,sa-east-1,Windows,Shared,NA,5.02,30884.0,15593.0,1.78,3.646
c3.2xlarge,eu-west-1,SUSE,Dedicated,NA,0.626,3257.0,1628.0,0.194,0.435
x1.16xlarge,eu-central-1,RHEL,Shared,NA,9.467,48184.0,24002.0,2.87,5.884
m4.16xlarge,ap-northeast-1,Windows,Shared,NA,7.072,48591.0,24528.0,2.8,5.7328
c4.2xlarge,ap-northeast-2,SUSE,Dedicated,NA,0.599,3064.0,1591.0,0.175,0.37
c4.2xlarge,sa-east-1,Windows,Dedicated,SQL Server Enterprise,4.048,33462.0,16771.0,1.915,3.853
c4.4xlarge,us-west-2,Linux,Dedicated,NA,0.876,4563.0,2328.0,0.266,0.554
c3.large,us-east-1,Windows,Dedicated,SQL Web,0.298,1546.0,634.0,0.108,0.211
t2.2xlarge,ap-southeast-2,Windows,Shared,SQL Web,0.715,5075.0,2571.0,0.294,0.6129
m3.xlarge,ap-southeast-1,Linux,Shared,NA,0.392,2025.0,981.0,0.124,0.272
r4.xlarge,us-east-1,RHEL,Dedicated,NA,0.423,2035.0,770.0,0.148,0.2448
x1.32xlarge,ca-central-1,SUSE,Shared,NA,14.772,74212.0,37891.0,4.318,9.073
c4.xlarge,ap-northeast-2,Windows,Dedicated,SQL Server Enterprise,1.934,16217.0,8124.0,0.927,1.853
t2.medium,us-west-1,Windows,Shared,SQL Web,0.226,1148.0,587.0,0.067,0.1339
r4.16xlarge,us-east-1,Linux,Dedicated,NA,4.256,21922.0,11185.0,1.277,2.688
t2.large,us-east-2,RHEL,Shared,NA,0.154,1075.0,280.0,0.092,0.132
r3.2xlarge,us-east-2,Windows,Dedicated,SQL Server Enterprise,4.1,32903.0,16486.0,1.882,3.831
m3.xlarge,us-east-1,Linux,Shared,NA,0.266,1428.0,842.0,0.07,0.19
t2.micro,eu-central-1,Linux,Shared,NA,0.014,77.0,39.0,0.004,0.0099
r4.xlarge,ca-central-1,RHEL,Shared,NA,0.352,2030.0,767.0,0.148,0.2448
r4.16xlarge,ap-northeast-1,Windows,Shared,SQL Web,9.191,62034.0,31286.0,3.572,7.2966
i2.8xlarge,ap-southeast-2,SUSE,Dedicated,NA,8.24,36171.0,21142.0,1.8,4.916
m1.small,ap-southeast-1,Windows,Dedicated,NA,0.102,526.0,182.0,0.041,0.071
m3.medium,us-west-1,RHEL,Shared,NA,0.137,981.0,222.0,0.089,0.118
m1.xlarge,eu-west-1,Linux,Dedicated,NA,0.417,2262.0,1086.0,0.14,0.299
c4.8xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,4.138,26651.0,13600.0,1.552,3.55
m4.10xlarge,us-west-2,Linux,Dedicated,NA,2.0,10130.0,5168.0,0.59,1.239
m4.large,sa-east-1,Windows,Dedicated,SQL Std,1.017,8138.0,4073.0,0.466,0.949
r4.xlarge,ap-northeast-2,Windows,Dedicated,SQL Std,1.663,13297.0,6667.0,0.761,1.5328
r3.xlarge,us-east-2,RHEL,Shared,NA,0.393,2070.0,1028.0,0.123,0.269
t1.micro,sa-east-1,Linux,Shared,NA,0.027,142.0,84.0,0.007,0.019
c4.xlarge,us-west-1,SUSE,Dedicated,NA,0.374,1830.0,962.0,0.103,0.22
m4.2xlarge,us-gov-west-1,Windows,Shared,SQL Web,1.013,7206.0,3631.0,0.4145,0.845
m1.medium,us-east-1,Windows,Dedicated,SQL Std,0.818,4381.0,1782.0,0.307,0.597
r4.4xlarge,eu-central-1,Windows,Dedicated,SQL Web,2.426,16170.0,8159.0,0.931,1.905
m4.10xlarge,ap-southeast-1,Linux,Shared,NA,2.5,12706.0,6482.0,0.74,1.554
d2.8xlarge,us-gov-west-1,SUSE,Dedicated,NA,6.724,28637.0,14639.0,1.668,3.896
g2.8xlarge,ap-southeast-1,Windows,Dedicated,SQL Server Enterprise,17.472,142615.0,71559.0,8.169,16.825
i3.16xlarge,us-gov-west-1,Windows,Shared,SQL Std,26.982,217232.0,108959.0,12.438,25.065
c4.2xlarge,ap-southeast-2,Windows,Shared,SQL Web,1.42,7744.0,3942.0,0.451,0.845
r4.16xlarge,ca-central-1,Windows,Dedicated,SQL Web,8.743,59727.0,30109.0,3.437,7.0278
c1.xlarge,us-west-1,Windows,Dedicated,SQL Std,2.427,13244.0,5401.0,0.926,1.805
m4.large,ap-south-1,Windows,Dedicated,SQL Web,0.2983,2117.0,1066.0,0.1217,0.2473
m1.medium,ap-southeast-1,SUSE,Dedicated,NA,0.229,914.0,491.0,0.051,0.125
m4.2xlarge,ap-northeast-1,Linux,Dedicated,NA,0.5676,3135.0,1600.0,0.1826,0.3835
r4.16xlarge,us-gov-west-1,Windows,Shared,SQL Web,9.1782,61969.0,31253.0,3.568,7.2966
r3.xlarge,us-west-2,SUSE,Dedicated,NA,0.466,1989.0,1307.0,0.082,0.263
i3.xlarge,eu-central-1,Linux,Shared,NA,0.372,2076.0,1059.0,0.121,0.252
m4.xlarge,ap-southeast-1,RHEL,Shared,NA,0.31,1796.0,648.0,0.134,0.2154
m2.4xlarge,us-east-1,Windows,Shared,NA,1.38,7272.0,3172.0,0.485,0.991
i2.4xlarge,eu-central-1,Windows,Dedicated,SQL Std,9.468,43782.0,17868.0,3.06,5.967
d2.xlarge,us-gov-west-1,Linux,Dedicated,NA,0.911,3897.0,1989.0,0.227,0.531
m3.xlarge,sa-east-1,Windows,Shared,NA,0.633,4914.0,2255.0,0.315,0.593
c4.4xlarge,ap-northeast-1,Linux,Shared,NA,1.008,5915.0,3018.0,0.344,0.722
d2.xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,2.374,17704.0,8882.0,1.014,2.086
m2.xlarge,ap-southeast-1,Windows,Shared,SQL Std,1.084,5934.0,2420.0,0.415,0.809
r3.xlarge,ap-northeast-1,Windows,Dedicated,NA,0.659,4064.0,2670.0,0.165,0.538
m3.medium,eu-central-1,SUSE,Dedicated,NA,0.197,829.0,464.0,0.044,0.102
d2.4xlarge,eu-central-1,Windows,Dedicated,NA,3.826,16221.0,8275.0,0.945,2.211
m1.medium,ap-southeast-2,Linux,Shared,NA,0.117,565.0,270.0,0.035,0.078
m4.2xlarge,eu-west-1,SUSE,Dedicated,NA,0.5884,3010.0,1564.0,0.1714,0.3656
c4.8xlarge,us-east-1,Linux,Shared,NA,1.591,8293.0,4231.0,0.483,1.008
c3.4xlarge,us-west-1,Windows,Dedicated,SQL Server Enterprise,7.788,64937.0,32529.0,3.713,7.544
i3.4xlarge,ap-southeast-1,Linux,Dedicated,NA,1.646,9183.0,4685.0,0.535,1.127
r4.xlarge,eu-west-1,Windows,Dedicated,SQL Web,0.581,3913.0,1974.0,0.225,0.4606
d2.2xlarge,ap-southeast-2,SUSE,Shared,NA,1.84,7811.0,4020.0,0.451,1.063
i2.xlarge,us-gov-west-1,RHEL,Dedicated,NA,1.191,4677.0,2402.0,0.27,0.625
m2.4xlarge,ap-southeast-1,Windows,Shared,NA,1.483,8998.0,3172.0,0.686,1.226
i2.8xlarge,us-east-1,Linux,Shared,NA,6.82,24931.0,14560.0,1.242,3.392
t2.nano,ca-central-1,Windows,Shared,NA,0.0088,58.0,29.0,0.003,0.0069
m4.10xlarge,us-east-1,Windows,Dedicated,NA,3.84,26248.0,13228.0,1.51,3.079
d2.4xlarge,ap-northeast-1,RHEL,Shared,NA,3.506,16634.0,7916.0,1.034,2.246
c4.2xlarge,ap-northeast-1,Windows,Shared,SQL Std,3.125,19330.0,9860.0,1.126,2.637
cc2.8xlarge,ap-northeast-1,Windows,Shared,NA,2.919,15759.0,5963.0,1.155,2.148
m1.small,ap-southeast-2,Linux,Dedicated,NA,0.064,314.0,149.0,0.02,0.042
d2.2xlarge,ca-central-1,Windows,Shared,NA,1.886,9719.0,4926.0,0.562,1.253
i3.16xlarge,eu-west-1,Windows,Dedicated,SQL Std,26.47,214375.0,107501.0,12.272,24.729
i3.16xlarge,us-east-1,Windows,Shared,NA,7.936,53645.0,27107.0,3.094,6.371
m1.medium,us-east-1,Windows,Shared,NA,0.149,844.0,327.0,0.061,0.115
i2.2xlarge,ap-south-1,Windows,Shared,NA,2.301,11757.0,5965.0,0.681,1.531
t2.small,ca-central-1,Windows,Shared,SQL Web,0.1062,858.0,431.0,0.049,0.0987
m3.medium,us-west-1,Windows,Dedicated,SQL Web,0.221,1195.0,487.0,0.084,0.162
m3.2xlarge,ap-northeast-1,SUSE,Dedicated,NA,0.957,4514.0,2230.0,0.272,0.596
r4.xlarge,ap-northeast-2,Windows,Dedicated,SQL Server Enterprise,2.036,16565.0,8301.0,0.948,1.9058
x1.32xlarge,ca-central-1,Windows,Shared,SQL Std,56.604,441246.0,221377.0,25.271,49.548
i2.4xlarge,us-east-2,Windows,Dedicated,SQL Web,4.368,18650.0,7996.0,1.261,2.542
m1.small,us-west-1,Windows,Dedicated,NA,0.086,536.0,182.0,0.042,0.072
r3.xlarge,us-east-1,RHEL,Shared,NA,0.393,2070.0,1028.0,0.123,0.269
i2.8xlarge,us-east-2,Windows,Dedicated,SQL Web,7.942,33919.0,14538.0,2.292,4.623
i3.4xlarge,sa-east-1,Linux,Dedicated,NA,2.517,14044.0,7165.0,0.818,1.719
m3.medium,ap-northeast-1,Windows,Dedicated,SQL Web,0.2,1197.0,490.0,0.084,0.164
r3.large,ap-northeast-2,Linux,Dedicated,NA,0.22,1228.0,626.0,0.072,0.167
m2.2xlarge,ap-northeast-1,Windows,Shared,SQL Web,0.85,5828.0,2373.0,0.408,0.794
c3.2xlarge,us-east-1,Windows,Shared,NA,0.752,4824.0,1734.0,0.364,0.657
r3.large,ap-southeast-2,Windows,Dedicated,SQL Web,0.461,2369.0,1573.0,0.096,0.323
m3.xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,2.02,16552.0,8294.0,0.947,1.929
r4.8xlarge,ca-central-1,RHEL,Shared,NA,2.466,13171.0,6139.0,0.831,1.6084
r4.large,ap-southeast-2,Windows,Dedicated,NA,0.268,1712.0,865.0,0.099,0.2029
r4.8xlarge,ap-south-1,Windows,Dedicated,SQL Std,13.158,105611.0,52946.0,6.044,12.1647
i3.large,us-gov-west-1,Windows,Shared,SQL Web,0.351,2477.0,1249.0,0.143,0.291
c4.large,sa-east-1,Windows,Shared,SQL Std,0.992,8206.0,4108.0,0.47,0.958
m4.4xlarge,ap-northeast-1,Linux,Dedicated,NA,1.1352,6270.0,3199.0,0.3652,0.7669
i3.4xlarge,eu-central-1,Linux,Shared,NA,1.488,8303.0,4236.0,0.484,1.008
i3.8xlarge,ap-northeast-2,Windows,Shared,SQL Web,4.964,34174.0,17254.0,1.97,4.018
i2.2xlarge,eu-west-1,Linux,Shared,NA,1.876,7567.0,3640.0,0.466,1.03
p2.8xlarge,ap-northeast-1,Linux,Shared,NA,12.336,70657.0,36049.0,4.115,8.642
r4.16xlarge,eu-central-1,SUSE,Dedicated,NA,5.222,26673.0,13637.0,1.55,3.2586
c3.8xlarge,us-west-2,Linux,Shared,NA,1.68,8691.0,5216.0,0.417,1.168
c3.xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,1.915,15955.0,7990.0,0.912,1.848
r4.2xlarge,us-gov-west-1,Windows,Shared,SQL Web,0.8934,5522.0,2795.0,0.319,0.703
r3.8xlarge,ap-southeast-2,Windows,Shared,SQL Std,9.687,62512.0,41462.0,2.549,8.522
m3.xlarge,ap-northeast-1,Linux,Dedicated,NA,0.424,2100.0,1016.0,0.129,0.281
r3.8xlarge,ap-southeast-1,SUSE,Dedicated,NA,3.292,18127.0,11986.0,0.743,2.419
c4.large,us-west-2,Windows,Shared,SQL Std,1.319,7831.0,3996.0,0.456,1.068
c4.4xlarge,sa-east-1,Windows,Dedicated,SQL Std,4.998,39594.0,19876.0,2.27,4.704
r3.xlarge,us-west-2,Windows,Dedicated,NA,0.641,3450.0,2291.0,0.14,0.47
c3.4xlarge,us-west-1,Windows,Shared,SQL Std,4.262,22631.0,9243.0,1.581,3.084
c3.8xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,15.488,128441.0,64327.0,7.343,14.893
r3.2xlarge,eu-central-1,SUSE,Shared,NA,0.9,4609.0,3152.0,0.176,0.618
i3.4xlarge,eu-central-1,Linux,Dedicated,NA,1.637,9134.0,4660.0,0.532,1.109
r3.2xlarge,us-east-2,SUSE,Dedicated,NA,0.832,3689.0,2437.0,0.151,0.493
m2.4xlarge,sa-east-1,Windows,Dedicated,SQL Std,4.184,21829.0,8910.0,1.526,2.975
i3.xlarge,ap-northeast-1,Linux,Dedicated,NA,0.403,2247.0,1146.0,0.131,0.273
m4.4xlarge,us-west-1,Windows,Shared,SQL Server Enterprise,7.672,64570.0,32342.0,3.692,7.4164
i2.8xlarge,eu-west-1,Windows,Dedicated,SQL Server Enterprise,20.974,148268.0,74443.0,8.498,17.595
m4.16xlarge,us-east-1,RHEL,Dedicated,NA,3.33,17347.0,8269.0,1.074,2.1124
r4.large,ap-southeast-2,Linux,Shared,NA,0.1596,822.0,419.0,0.048,0.1008
c4.8xlarge,us-east-2,Windows,Dedicated,NA,3.091,20312.0,10365.0,1.183,2.769
d2.4xlarge,ap-northeast-1,Linux,Shared,NA,3.376,15520.0,7916.0,0.904,2.116
i2.8xlarge,us-gov-west-1,Linux,Dedicated,NA,8.184,29917.0,17472.0,1.49,4.072
m4.10xlarge,eu-central-1,Windows,Dedicated,SQL Web,5.062,29429.0,15015.0,1.714,4.011
t1.micro,ap-northeast-1,Linux,Shared,NA,0.026,138.0,62.0,0.009,0.018
c1.medium,us-gov-west-1,SUSE,Shared,NA,0.257,1018.0,623.0,0.053,0.144
m4.xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,0.53,3513.0,1792.0,0.205,0.4259
i3.large,sa-east-1,Windows,Shared,SQL Std,1.505,12274.0,6153.0,0.702,1.414
x1.32xlarge,eu-central-1,RHEL,Dedicated,NA,18.804,95217.0,47999.0,5.609,11.638
i3.large,ap-south-1,Windows,Shared,SQL Std,1.396,11666.0,5843.0,0.667,1.341
m4.large,ap-southeast-2,Linux,Shared,NA,0.125,687.0,350.0,0.04,0.084
r4.large,ap-northeast-2,Windows,Dedicated,SQL Web,0.339,2334.0,1176.0,0.134,0.2739
i3.8xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,16.781,136478.0,68428.0,7.811,15.727
i2.4xlarge,us-west-1,SUSE,Dedicated,NA,4.226,16942.0,8202.0,1.037,2.305
m1.medium,sa-east-1,Windows,Shared,SQL Std,0.814,4516.0,1840.0,0.316,0.615
r3.4xlarge,us-east-1,RHEL,Shared,NA,1.46,7320.0,4112.0,0.381,0.966
c4.large,eu-central-1,Windows,Shared,SQL Std,1.333,8004.0,4086.0,0.466,1.091
m1.xlarge,us-gov-west-1,RHEL,Dedicated,NA,0.525,2494.0,1241.0,0.168,0.356
m4.10xlarge,ap-northeast-2,Windows,Dedicated,SQL Web,5.004,34304.0,17275.0,1.972,4.014
m4.4xlarge,us-west-1,RHEL,Dedicated,NA,1.1596,7258.0,3122.0,0.4864,0.8784
r3.8xlarge,ap-southeast-2,Windows,Dedicated,NA,4.6,21462.0,14235.0,0.875,2.925
r3.2xlarge,ap-southeast-2,Windows,Dedicated,NA,1.375,8138.0,5399.0,0.331,1.11
m4.xlarge,eu-central-1,Windows,Shared,NA,0.424,2951.0,1489.0,0.17,0.3478
r3.large,us-east-1,RHEL,Shared,NA,0.226,1298.0,514.0,0.091,0.165
c1.xlarge,eu-west-1,Windows,Shared,SQL Web,1.16,5819.0,2372.0,0.407,0.793
r3.large,ap-south-1,Windows,Shared,SQL Web,0.359,2542.0,1282.0,0.146,0.314
i2.8xlarge,ap-southeast-2,SUSE,Shared,NA,8.24,36171.0,21142.0,1.8,4.916
c3.xlarge,us-west-2,Windows,Shared,SQL Web,0.542,2829.0,1152.0,0.198,0.386
c4.2xlarge,us-east-2,Linux,Shared,NA,0.398,2078.0,1060.0,0.121,0.252
m2.4xlarge,us-west-2,Windows,Shared,NA,1.38,7272.0,3172.0,0.485,0.991
d2.xlarge,us-west-2,Windows,Shared,NA,0.821,3466.0,1768.0,0.202,0.472
c4.4xlarge,ap-southeast-1,Windows,Shared,SQL Web,1.942,13915.0,7052.0,0.806,1.648
i3.4xlarge,ap-northeast-1,Windows,Shared,NA,2.2,14617.0,7392.0,0.844,1.727
r3.large,eu-central-1,RHEL,Dedicated,NA,0.285,1754.0,818.0,0.111,0.227
t2.micro,us-gov-west-1,RHEL,Shared,NA,0.074,600.0,39.0,0.064,0.0695
r4.2xlarge,us-east-1,Windows,Dedicated,SQL Web,0.84,5247.0,2654.0,0.303,0.666
t2.large,ap-southeast-1,SUSE,Shared,NA,0.22,1063.0,570.0,0.058,0.1271
r3.large,ap-northeast-2,Linux,Shared,NA,0.2,1116.0,569.0,0.065,0.152
i2.2xlarge,us-west-1,Windows,Shared,SQL Server Enterprise,5.244,37071.0,18613.0,2.125,4.399
c1.medium,ap-southeast-1,Windows,Dedicated,SQL Web,0.341,1956.0,792.0,0.138,0.266
c4.4xlarge,ca-central-1,Windows,Shared,SQL Server Enterprise,7.612,63826.0,31962.0,3.649,7.324
m1.medium,ap-northeast-1,Windows,Shared,SQL Std,0.782,4585.0,1867.0,0.321,0.625
d2.2xlarge,ap-northeast-2,Windows,Shared,NA,2.056,10983.0,5571.0,0.636,1.425
c4.2xlarge,us-west-2,Windows,Dedicated,SQL Std,3.059,20367.0,10393.0,1.187,2.777
m4.16xlarge,ap-southeast-2,Windows,Shared,SQL Std,20.237,121437.0,61959.0,7.073,16.55
m1.large,ap-northeast-1,Windows,Dedicated,SQL Web,0.479,2678.0,1095.0,0.188,0.365
m4.xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.3772,1801.0,947.0,0.101,0.2178
m4.xlarge,ap-south-1,Windows,Dedicated,SQL Std,1.352,9720.0,4879.0,0.557,1.152
p2.xlarge,us-west-2,Windows,Dedicated,NA,1.174,7136.0,3624.0,0.414,0.86
m1.medium,ap-southeast-1,Windows,Shared,NA,0.187,956.0,327.0,0.074,0.13
m3.xlarge,eu-central-1,Linux,Dedicated,NA,0.347,2075.0,1082.0,0.118,0.263
i2.4xlarge,ap-southeast-2,SUSE,Dedicated,NA,4.577,20045.0,11725.0,0.997,2.723
c4.8xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,16.747,141514.0,70846.0,8.087,16.164
m3.xlarge,eu-central-1,Windows,Dedicated,SQL Web,0.97,4371.0,1784.0,0.306,0.596
cc2.8xlarge,us-west-2,Windows,Dedicated,NA,2.57,9802.0,5500.0,0.628,1.336
m2.2xlarge,ap-northeast-1,RHEL,Dedicated,NA,0.693,3020.0,1088.0,0.228,0.398
c3.8xlarge,us-west-2,Windows,Shared,NA,3.008,19307.0,6938.0,1.457,2.631
c3.4xlarge,sa-east-1,Windows,Shared,SQL Web,2.626,17050.0,12195.0,0.594,2.324
c4.4xlarge,us-west-1,Windows,Shared,SQL Web,2.015,13412.0,6844.0,0.781,1.698
i2.4xlarge,eu-central-1,Windows,Dedicated,SQL Web,5.942,22914.0,10055.0,1.521,3.122
r3.2xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,4.166,33208.0,16642.0,1.9,3.873
r4.2xlarge,us-gov-west-1,Windows,Dedicated,NA,1.07,6840.0,3457.0,0.395,0.8115
r3.4xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,8.492,67160.0,33663.0,3.843,7.847
i2.8xlarge,us-west-1,Windows,Dedicated,SQL Web,8.624,33919.0,14538.0,2.292,4.623
c4.4xlarge,ap-southeast-1,SUSE,Dedicated,NA,1.116,5888.0,3032.0,0.339,0.726
c4.xlarge,ap-southeast-2,Windows,Dedicated,SQL Web,0.755,4100.0,2094.0,0.24,0.44
c4.xlarge,ap-south-1,Windows,Dedicated,NA,0.426,2943.0,1480.0,0.17,0.348
c1.medium,us-east-1,Windows,Shared,NA,0.21,1312.0,472.0,0.099,0.179
c3.2xlarge,eu-central-1,SUSE,Dedicated,NA,0.677,3512.0,1869.0,0.196,0.462
r3.4xlarge,ap-south-1,Windows,Shared,SQL Std,5.084,39729.0,19951.0,2.278,4.723
p2.xlarge,us-west-2,RHEL,Dedicated,NA,1.05,6050.0,2819.0,0.382,0.736
r4.xlarge,sa-east-1,Windows,Shared,SQL Server Enterprise,2.244,17636.0,8848.0,1.01,2.0368
i3.xlarge,us-east-2,Linux,Dedicated,NA,0.343,1915.0,977.0,0.112,0.236
i3.4xlarge,ap-southeast-1,SUSE,Dedicated,NA,1.746,9473.0,4861.0,0.548,1.16
r3.2xlarge,ap-southeast-2,Windows,Shared,NA,1.25,7633.0,5049.0,0.311,1.009
r4.4xlarge,ap-northeast-1,Linux,Dedicated,NA,1.408,7252.0,3700.0,0.422,0.887
i3.8xlarge,sa-east-1,Windows,Shared,SQL Web,6.612,43370.0,21946.0,2.505,5.161
p2.16xlarge,eu-west-1,Linux,Dedicated,NA,15.552,87084.0,44431.0,5.072,10.7
m3.2xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.839,4127.0,2866.0,0.169,0.576
c4.2xlarge,eu-west-1,Windows,Dedicated,SQL Server Enterprise,3.866,32288.0,16172.0,1.846,3.71
t2.medium,eu-west-1,Windows,Shared,SQL Web,0.215,1086.0,552.0,0.064,0.1255
c1.medium,us-west-1,RHEL,Dedicated,NA,0.223,1483.0,446.0,0.122,0.188
m1.xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,0.913,5019.0,2048.0,0.351,0.684
c4.8xlarge,sa-east-1,SUSE,Dedicated,NA,2.57,14687.0,7521.0,0.852,1.797
i3.2xlarge,ap-northeast-1,SUSE,Shared,NA,0.832,4375.0,2260.0,0.251,0.529
c3.4xlarge,ap-northeast-1,Windows,Shared,SQL Std,4.564,25626.0,10469.0,1.79,3.493
m4.2xlarge,ap-northeast-2,Windows,Dedicated,SQL Std,2.51,18965.0,9517.0,1.086,2.239
i2.2xlarge,us-west-1,Windows,Dedicated,SQL Web,2.372,9325.0,3999.0,0.63,1.27
m4.2xlarge,eu-west-1,RHEL,Shared,NA,0.574,3611.0,1261.0,0.274,0.4324
m4.2xlarge,eu-west-1,Linux,Shared,NA,0.444,2472.0,1261.0,0.144,0.3024
hs1.8xlarge,ap-southeast-1,Windows,Shared,SQL Web,6.114,29485.0,18051.0,1.374,4.019
i3.2xlarge,eu-central-1,Linux,Dedicated,NA,0.818,4567.0,2330.0,0.266,0.554
i3.4xlarge,ca-central-1,Windows,Shared,SQL Std,6.618,53598.0,26877.0,3.068,6.183
m4.4xlarge,us-east-1,Windows,Dedicated,NA,1.616,10905.0,5498.0,0.6276,1.2812
m4.16xlarge,ca-central-1,RHEL,Dedicated,NA,3.682,18995.0,9110.0,1.17,2.314
t2.xlarge,ap-northeast-1,RHEL,Shared,NA,0.316,2146.0,827.0,0.154,0.2582
r3.xlarge,ap-northeast-1,Linux,Dedicated,NA,0.439,2452.0,1624.0,0.101,0.328
c4.xlarge,ap-south-1,Windows,Dedicated,SQL Std,1.284,9478.0,4757.0,0.543,1.119
i3.4xlarge,us-west-2,Windows,Shared,SQL Std,6.49,52884.0,26513.0,3.027,6.099
cc2.8xlarge,ap-northeast-1,Linux,Shared,NA,2.349,11097.0,5963.0,0.612,1.512
c1.medium,ap-southeast-1,Windows,Dedicated,NA,0.293,1642.0,519.0,0.132,0.223
i3.2xlarge,us-east-2,Windows,Dedicated,SQL Server Enterprise,4.054,33334.0,16706.0,1.907,3.839
m1.medium,ap-northeast-1,Windows,Shared,SQL Web,0.237,1452.0,597.0,0.101,0.198
m1.medium,us-west-2,SUSE,Shared,NA,0.187,680.0,423.0,0.031,0.092
m4.xlarge,ap-southeast-1,SUSE,Dedicated,NA,0.375,1688.0,889.0,0.0944,0.2039
r4.large,ap-southeast-1,Windows,Shared,SQL Std,1.379,11503.0,5760.0,0.658,1.3198
r4.8xlarge,ap-northeast-1,Windows,Shared,SQL Server Enterprise,16.032,131201.0,65735.0,7.504,15.0848
c3.4xlarge,us-west-2,Windows,Dedicated,NA,1.654,10629.0,3821.0,0.802,1.448
r4.xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,2.036,16565.0,8301.0,0.948,1.9058
d2.4xlarge,ap-northeast-2,Linux,Dedicated,NA,3.7136,17070.0,8709.0,0.994,2.326
i3.xlarge,eu-central-1,SUSE,Shared,NA,0.472,2366.0,1235.0,0.134,0.285
d2.xlarge,us-east-2,SUSE,Shared,NA,0.79,3237.0,1682.0,0.185,0.439
i2.xlarge,eu-west-1,Windows,Shared,SQL Std,1.23,7043.0,2299.0,0.558,0.96
r3.8xlarge,us-east-1,Windows,Dedicated,SQL Web,3.855,19928.0,13216.0,0.813,2.717
m3.medium,us-east-1,Windows,Dedicated,SQL Std,0.388,1772.0,725.0,0.124,0.243
r3.8xlarge,sa-east-1,Windows,Dedicated,SQL Server Enterprise,19.069,149332.0,74986.0,8.56,17.74
d2.xlarge,us-gov-west-1,SUSE,Dedicated,NA,1.011,4187.0,2165.0,0.244,0.564
p2.xlarge,us-east-1,Windows,Dedicated,NA,1.174,7136.0,3624.0,0.414,0.86
i2.xlarge,ap-southeast-1,Linux,Dedicated,NA,1.12,4930.0,2883.0,0.245,0.671
m4.xlarge,us-west-1,Windows,Shared,SQL Std,1.15,7510.0,3831.0,0.438,1.023
m1.medium,eu-west-1,Windows,Dedicated,NA,0.164,1060.0,360.0,0.083,0.144
m2.2xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,1.714,9230.0,3762.0,0.646,1.258
i3.large,us-east-2,Windows,Shared,NA,0.248,1676.0,847.0,0.097,0.199
r4.4xlarge,us-west-1,SUSE,Shared,NA,1.2856,6397.0,3292.0,0.369,0.7806
m2.xlarge,us-east-1,RHEL,Shared,NA,0.305,1330.0,473.0,0.101,0.171
c3.large,ap-southeast-2,RHEL,Dedicated,NA,0.205,1365.0,392.0,0.114,0.173
m4.4xlarge,ca-central-1,RHEL,Shared,NA,1.018,5603.0,2278.0,0.39,0.676
